1731474948.730818 server started (38312): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1731474948.730848 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:13 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T8112
1731474948.730856 using libevent 2.1.12-stable select
1731474948.730867 using utf8proc 2.9.0
1731474948.730874 using ncurses 6.5 20240427
1731474949.234638 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1731474949.234640 format_replace: modifier 0 is !=
1731474949.234643 format_expand1: expanding format: #{E:window-status-activity-style}
1731474949.234645 format_expand1: found #{}: E:window-status-activity-style
1731474949.234647 format_replace: modifier 0 is E
1731474949.234650 format_replace: format 'window-status-activity-style' found: reverse
1731474949.234655 format_expand1: expanding format: reverse
1731474949.234657 format_expand1: result is: reverse
1731474949.234660 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1731474949.234662 format_expand1: result is: reverse
1731474949.234664 format_expand1: expanding format: default
1731474949.234666 format_expand1: result is: default
1731474949.234668 format_replace: compare != left is: reverse
1731474949.234670 format_replace: compare != right is: default
1731474949.234673 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1731474949.234675 format_expand1: result is: 1
1731474949.234677 format_replace: compare && left is: 0
1731474949.234679 format_replace: compare && right is: 1
1731474949.234681 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1731474949.234684 format_expand1: result is: 0
1731474949.234686 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1731474949.234689 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1731474949.234692 format_expand1: result is: 
1731474949.234696 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1731474949.234698 format_expand1: found #*1[
1731474949.234700 format_expand1: found #{}: T:window-status-current-format
1731474949.234703 format_replace: modifier 0 is T
1731474949.234707 format_replace: format 'window-status-current-format' found: #[bg=#d7d787,fg=#000000]  #I:#W #{?window_zoomed_flag,\363\260\212\223 , }
1731474949.234709 format_expand1: expanding format: #[bg=#d7d787,fg=#000000]  #I:#W #{?window_zoomed_flag,\363\260\212\223 , }
1731474949.234712 format_expand1: found #*1[
1731474949.234714 format_expand1: found #I: window_index
1731474949.234718 format_replace: format 'window_index' found: 1
1731474949.234721 format_replace: replaced 'window_index' with '1'
1731474949.234724 format_expand1: found #W: window_name
1731474949.234727 format_replace: format 'window_name' found: zsh
1731474949.234730 format_replace: replaced 'window_name' with 'zsh'
1731474949.234733 format_expand1: found #{}: ?window_zoomed_flag,\363\260\212\223 , 
1731474949.234735 format_replace: condition is: window_zoomed_flag
1731474949.234738 format_replace: condition 'window_zoomed_flag' found: 0
1731474949.234744 format_replace: condition 'window_zoomed_flag' is false
1731474949.234746 format_expand1: expanding format:  
1731474949.234748 format_expand1: result is:  
1731474949.234751 format_replace: replaced '?window_zoomed_flag,\363\260\212\223 , ' with ' '
1731474949.234753 format_expand1: result is: #[bg=#d7d787,fg=#000000]  1:zsh  
1731474949.234756 format_replace: replaced 'T:window-status-current-format' with '#[bg=#d7d787,fg=#000000]  1:zsh  '
1731474949.234758 format_expand1: found #*1[
1731474949.234760 format_expand1: found #*1[
1731474949.234762 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1731474949.234765 format_replace: condition is: window_end_flag
1731474949.234768 format_replace: condition 'window_end_flag' found: 1
1731474949.234770 format_replace: condition 'window_end_flag' is true
1731474949.234772 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1731474949.234775 format_expand1: result is: #[range=window|1 list=focus default]#[push-default]#[bg=#d7d787,fg=#000000]  1:zsh  #[pop-default]#[norange list=on default]
1731474949.234778 unref client 0x14b80dc00 (3 references)
1731474949.234786 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|1 list=focus default]#[push-default]#[bg=#d7d787,fg=#000000]  1:zsh  #[pop-default]#[norange list=on default]'
1731474949.234789 format_expand1: found #*1[
1731474949.234791 format_expand1: found #{}: E:status-right-style
1731474949.234793 format_replace: modifier 0 is E
1731474949.234796 format_replace: format 'status-right-style' found: default
1731474949.234799 format_expand1: expanding format: default
1731474949.234800 format_expand1: result is: default
1731474949.234803 format_replace: replaced 'E:status-right-style' with 'default'
1731474949.234805 format_expand1: found #*1[
1731474949.234807 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1731474949.234809 format_expand1: expanding format: #{status-right-length}
1731474949.234812 format_expand1: found #{}: status-right-length
1731474949.234815 format_replace: format 'status-right-length' found: 70
1731474949.234817 format_replace: replaced 'status-right-length' with '70'
1731474949.234820 format_expand1: result is: 70
1731474949.234822 format_replace: modifier 0 is T
1731474949.234824 format_replace: modifier 1 is =
1731474949.234827 format_replace: modifier 1 argument 0: 70
1731474949.234832 format_replace: format 'status-right' found: #[bg=default,fg=default,bold]#{?client_prefix,,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z }#[bg=#d7d787,fg=black,bold]#{?client_prefix,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z ,}#[bg=default,fg=default,bold]
1731474949.234835 format_expand1: expanding format: #[bg=default,fg=default,bold]#{?client_prefix,,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z }#[bg=#d7d787,fg=black,bold]#{?client_prefix,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z ,}#[bg=default,fg=default,bold]
1731474949.234840 format_expand1: found #*1[
1731474949.234843 format_expand1: found #{}: ?client_prefix,,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z 
1731474949.234846 format_replace: condition is: client_prefix
1731474949.234850 format_replace: condition 'client_prefix' found: 0
1731474949.234852 format_replace: condition 'client_prefix' is false
1731474949.234854 format_expand1: expanding format: #(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z 
1731474949.234857 format_expand1: found #(): /Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh
1731474949.234860 format_expand1: expanding format: /Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh
1731474949.234863 format_expand1: result is: /Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh
1731474949.235032 job_run: cmd=/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh, cwd=/Users/richie/Documents/Programming/Projects/on-going/feedback-hub, shell=/bin/sh
1731474949.235111 run job 0x14b60ea10: /Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh, pid 38584
1731474949.235115 format_expand1: #() result: 
1731474949.235118 format_expand1: result is:  | Richie-Z 
1731474949.235122 format_replace: replaced '?client_prefix,,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z ' with ' | Richie-Z '
1731474949.235124 format_expand1: found #*1[
1731474949.235127 format_expand1: found #{}: ?client_prefix,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z ,
1731474949.235130 format_replace: condition is: client_prefix
1731474949.235135 format_replace: condition 'client_prefix' found: 0
1731474949.235137 format_replace: condition 'client_prefix' is false
1731474949.235141 format_replace: replaced '?client_prefix,#(/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh) | Richie-Z ,' with ''
1731474949.235140 job_run: cmd=/Users/richie/.tmux/plugins/minimal-tmux/scripts/tmux-cpu/scripts/cpu_percentage.sh, cwd=/Users/richie/Documents/Programming/Projects/on-going/feedback-hub, shell=/bin/sh
1731474949.235143 format_expand1: found #*1[
1731474949.235152 format_expand1: result is: #[bg=default,fg=default,bold] | Richie-Z #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]
1731474949.235156 format_replace: applied length limit 70: #[bg=default,fg=default,bold] | Richie-Z #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]
1731474949.235165 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '#[bg=default,fg=default,bold] | Richie-Z #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]'
1731474949.235168 format_expand1: found #*1[
1731474949.235170 format_expand1: found #*1[
1731474949.235177 format_expand1: result is: #[align=left range=left default]#[push-default]#[bg=default,fg=default,bold] 0 #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]#[pop-default]#[norange default]#[list=on align=absolute-centre]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|1 list=focus default]#[push-default]#[bg=#d7d787,fg=#000000]  1:zsh  #[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]#[bg=default,fg=default,bold] | Richie-Z #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]#[pop-default]#[norange default]
1731474949.235187 screen_write_cursormove: from 170,0 to 0,0
1731474949.235192 format_draw: #[align=left range=left default]#[push-default]#[bg=default,fg=default,bold] 0 #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]#[pop-default]#[norange default]#[list=on align=absolute-centre]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|1 list=focus default]#[push-default]#[bg=#d7d787,fg=#000000]  1:zsh  #[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]#[bg=default,fg=default,bold] | Richie-Z #[bg=#d7d787,fg=black,bold]#[bg=default,fg=default,bold]#[pop-default]#[norange default]
1731474949.235199 screen_write_start: size 559x1, no pane
1731474949.235203 screen_write_start: size 559x1, no pane
1731474949.235205 screen_write_start: size 559x1, no pane
1731474949.235208 screen_write_start: size 559x1, no pane
1731474949.235210 screen_write_start: size 559x1, no pane
1731474949.235212 screen_write_start: size 559x1, no pane
1731474949.235215 screen_write_start: size 559x1, no pane
1731474949.235217 screen_write_start: size 559x1, no pane
1731474949.235219 style_parse: align=left range=left default
1731474949.235221 style_parse: align=left
1731474949.235224 style_parse: range=left
1731474949.235226 style_parse: default
1731474949.235229 format_draw: style 'align=left range=left default' -> 'range=left,align=left'
1731474949.235231 style_parse: push-default
1731474949.235233 style_parse: push-default
1731474949.235236 format_draw: style 'push-default' -> 'range=left,align=left,push-default'
1731474949.235238 style_parse: bg=default,fg=default,bold
1731474949.235240 style_parse: bg=default
1731474949.235242 style_parse: fg=default
1731474949.235244 style_parse: bold
1731474949.235247 format_draw: style 'bg=default,fg=default,bold' -> 'range=left,align=left,bright'
1731474949.235250 style_parse: bg=#d7d787,fg=black,bold
1731474949.235252 style_parse: bg=#d7d787
1731474949.235255 style_parse: fg=black
1731474949.235258 style_parse: bold
1731474949.235261 format_draw: style 'bg=#d7d787,fg=black,bold' -> 'range=left,align=left,fg=black,bg=#d7d787,bright'
1731474949.235263 style_parse: bg=default,fg=default,bold
1731474949.235265 style_parse: bg=default
1731474949.235267 style_parse: fg=default
1731474949.235269 style_parse: bold
1731474949.235271 format_draw: style 'bg=default,fg=default,bold' -> 'range=left,align=left,bright'
1731474949.235273 style_parse: pop-default
1731474949.235275 style_parse: pop-default
1731474949.235278 format_draw: style 'pop-default' -> 'range=left,align=left,pop-default,bright'
1731474949.235280 style_parse: norange default
1731474949.235282 style_parse: norange
1731474949.235284 style_parse: default
1731474949.235286 format_draw: style 'norange default' -> 'align=left'
1731474949.235288 style_parse: list=on align=absolute-centre
1731474949.235290 style_parse: list=on
1731474949.235292 style_parse: align=absolute-centre
1731474949.235295 format_draw: style 'list=on align=absolute-centre' -> 'list=on,align=absolute-centre'
1731474949.235298 format_draw: change LEFT -> LIST
1731474949.235300 style_parse: list=left-marker
1731474949.235301 style_parse: list=left-marker
1731474949.235304 format_draw: style 'list=left-marker' -> 'list=left-marker,align=absolute-centre'
1731474949.235306 format_draw: change LIST -> LIST_LEFT
1731474949.235309 style_parse: list=right-marker
1731474949.235311 style_parse: list=right-marker
1731474949.235313 format_draw: style 'list=right-marker' -> 'list=right-marker,align=absolute-centre'
1731474949.235315 format_draw: change LIST_LEFT -> LIST_RIGHT
1731474949.235318 style_parse: list=on
1731474949.235319 style_parse: list=on
1731474949.235322 format_draw: style 'list=on' -> 'list=on,align=absolute-centre'
1731474949.235324 format_draw: change LIST_RIGHT -> LIST
1731474949.235326 style_parse: range=window|1 list=focus default
1731474949.235328 style_parse: range=window|1
1731474949.235330 style_parse: list=focus
1731474949.235333 style_parse: default
1731474949.235335 format_draw: style 'range=window|1 list=focus default' -> 'list=focus,range=window|1,align=absolute-centre'
1731474949.235337 style_parse: push-default
1731474949.235339 style_parse: push-default
1731474949.235342 format_draw: style 'push-default' -> 'list=focus,range=window|1,align=absolute-centre,push-default'
1731474949.235348 style_parse: bg=#d7d787,fg=#000000
1731474949.235350 style_parse: bg=#d7d787
1731474949.235353 style_parse: fg=#000000
1731474949.235391 format_draw: style 'bg=#d7d787,fg=#000000' -> 'list=focus,range=window|1,align=absolute-centre,fg=#000000,bg=#d7d787'
1731474949.235396 utf8_from_data: (1 1  ) -> 41000020
1731474949.235398 utf8_from_data: (1 1  ) -> 41000020
1731474949.235401 utf8_from_data: (1 1 1) -> 41000031
1731474949.235404 utf8_from_data: (1 1 :) -> 4100003a
1731474949.235406 utf8_from_data: (1 1 z) -> 4100007a
1731474949.235408 utf8_from_data: (1 1 s) -> 41000073
1731474949.235410 utf8_from_data: (1 1 h) -> 41000068
1731474949.235412 utf8_from_data: (1 1  ) -> 41000020
1731474949.235414 utf8_from_data: (1 1  ) -> 41000020
1731474949.235416 style_parse: pop-default
1731474949.235418 style_parse: pop-default
1731474949.235422 format_draw: style 'pop-default' -> 'list=focus,range=window|1,align=absolute-centre,pop-default,fg=#000000,bg=#d7d787'
1731474949.235424 style_parse: norange list=on default
1731474949.235426 style_parse: norange
1731474949.235428 style_parse: list=on
1731474949.235430 style_parse: default
1731474949.235433 format_draw: style 'norange list=on default' -> 'list=on,align=absolute-centre'
1731474949.235435 style_parse: nolist align=right range=right default
1731474949.235437 style_parse: nolist
1731474949.235439 style_parse: align=right
1731474949.235441 style_parse: range=right
1731474949.235443 style_parse: default
1731474949.235445 format_draw: style 'nolist align=right range=right default' -> 'range=right,align=right'
1731474949.235448 format_draw: change LIST -> RIGHT
1731474949.235450 style_parse: push-default
1731474949.235451 style_parse: push-default
1731474949.235454 format_draw: style 'push-default' -> 'range=right,align=right,push-default'
1731474949.235456 style_parse: bg=default,fg=default,bold
1731474949.235458 style_parse: bg=default
1731474949.235464 style_parse: fg=default
1731474949.235468 style_parse: bold
1731474949.235471 format_draw: style 'bg=default,fg=default,bold' -> 'range=right,align=right,bright'
1731474949.235474 style_parse: bg=#d7d787,fg=black,bold
1731474949.235476 style_parse: bg=#d7d787
1731474949.235478 style_parse: fg=black
1731474949.235480 style_parse: bold
1731474949.235483 format_draw: style 'bg=#d7d787,fg=black,bold' -> 'range=right,align=right,fg=black,bg=#d7d787,bright'
1731474949.235485 style_parse: bg=default,fg=default,bold
1731474949.235487 style_parse: bg=default
1731474949.235489 style_parse: fg=default
1731474949.235491 style_parse: bold
1731474949.235494 format_draw: style 'bg=default,fg=default,bold' -> 'range=right,align=right,bright'
1731474949.235496 style_parse: pop-default
1731474949.235498 style_parse: pop-default
1731474949.235500 format_draw: style 'pop-default' -> 'range=right,align=right,pop-default,bright'
1731474949.235502 style_parse: norange default
1731474949.235504 style_parse: norange
1731474949.235506 style_parse: default
1731474949.235508 format_draw: style 'norange default' -> 'align=right'
1731474949.235511 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235513 format_draw: width LEFT is 3
1731474949.235515 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235517 format_draw: width CENTRE is 0
1731474949.235524 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235527 format_draw: width RIGHT is 12
1731474949.235549 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235560 format_draw: width ABSOLUTE_CENTRE is 0
1731474949.235563 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235565 format_draw: width LIST is 9
1731474949.235568 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235570 format_draw: width LIST_LEFT is 1
1731474949.235572 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235574 format_draw: width LIST_RIGHT is 1
1731474949.235576 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235581 format_draw: width AFTER is 0
1731474949.235583 format_draw: focus 0-9
1731474949.235585 format_draw: range 1|0 is LEFT 0-4
1731474949.235587 format_draw: range 4|1 is LIST 0-10
1731474949.235589 format_draw: range 2|0 is RIGHT 0-13
1731474949.235592 screen_write_cursormove: from 0,0 to 0,0
1731474949.235595 screen_write_cursormove: from 0,0 to 158,0
1731474949.235597 screen_write_cursormove: from 158,0 to 80,0
1731474949.235600 screen_write_cursormove: from 80,0 to 80,0
1731474949.235601 screen_write_cursormove: from 80,0 to 80,0
1731474949.235604 utf8_to_data: 41000020 -> (1 1  )
1731474949.235606 utf8_from_data: (1 1  ) -> 41000020
1731474949.235608 utf8_to_data: 41000020 -> (1 1  )
1731474949.235610 utf8_from_data: (1 1  ) -> 41000020
1731474949.235612 utf8_to_data: 41000031 -> (1 1 1)
1731474949.235614 utf8_from_data: (1 1 1) -> 41000031
1731474949.235616 utf8_to_data: 4100003a -> (1 1 :)
1731474949.235618 utf8_from_data: (1 1 :) -> 4100003a
1731474949.235620 utf8_to_data: 4100007a -> (1 1 z)
1731474949.235622 utf8_from_data: (1 1 z) -> 4100007a
1731474949.235624 utf8_to_data: 41000073 -> (1 1 s)
1731474949.235626 utf8_from_data: (1 1 s) -> 41000073
1731474949.235627 utf8_to_data: 41000068 -> (1 1 h)
1731474949.235629 utf8_from_data: (1 1 h) -> 41000068
1731474949.235631 utf8_to_data: 41000020 -> (1 1  )
1731474949.235633 utf8_from_data: (1 1  ) -> 41000020
1731474949.235635 utf8_to_data: 41000020 -> (1 1  )
1731474949.235637 utf8_from_data: (1 1  ) -> 41000020
1731474949.235640 screen_write_cursormove: from 80,0 to 89,0
1731474949.235642 format_draw: range left at 0-3
1731474949.235646 format_draw: range window|1 at 80-89
1731474949.235648 format_draw: range right at 158-170
1731474949.235653 screen_write_cursormove: from 89,0 to 0,0
1731474949.235655 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1731474949.235659 unref client 0x14b80dc00 (2 references)
1731474949.235665 status_redraw exit: force=1, changed=1
1731474949.235669 screen_redraw_set_context: /dev/ttys003 @0 ox=0 oy=0 sx=170 sy=49 1/0
1731474949.235673 /dev/ttys003: \033[?25l
1731474949.235675 /dev/ttys003: current mode CURSOR,WRAP,MOUSE_BUTTON
1731474949.235677 /dev/ttys003: setting mode WRAP,MOUSE_BUTTON
1731474949.235679 /dev/ttys003: redrawing borders
1731474949.235681 screen_redraw_draw_borders: /dev/ttys003 @0
1731474949.235733 /dev/ttys003: redrawing panes
1731474949.235735 screen_redraw_draw_panes: /dev/ttys003 @0
1731474949.235737 screen_redraw_draw_pane: /dev/ttys003 @0 %0
1731474949.235740 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,0 at 0,0, width 170
1731474949.235742 %0: style changed
1731474949.235744 format_defaults: c=none
1731474949.235746 format_defaults: s=none
1731474949.235748 format_defaults: wl=none
1731474949.235750 format_defaults: wp=%0
1731474949.235752 options_string_to_style: window-active-style is 'default'
1731474949.235754 style_parse: default
1731474949.235756 style_parse: default
1731474949.235758 options_string_to_style: window-style is 'default'
1731474949.235760 style_parse: default
1731474949.235762 style_parse: default
1731474949.235764 tty_draw_line: px=0 py=0 nx=170 atx=0 aty=0
1731474949.235766 tty_draw_line: defaults: fg=8, bg=8
1731474949.235777 tty_draw_line: 170 to end of line (0 cleared)
1731474949.235818 tty_clear_line: /dev/ttys003, 170 at 0,0
1731474949.235825 /dev/ttys003: \033[K
1731474949.235828 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,1 at 0,1, width 170
1731474949.235831 tty_draw_line: px=0 py=1 nx=170 atx=0 aty=1
1731474949.235839 tty_draw_line: defaults: fg=8, bg=8
1731474949.235842 tty_draw_line: 170 to end of line (0 cleared)
1731474949.235844 tty_clear_line: /dev/ttys003, 170 at 0,1
1731474949.235846 /dev/ttys003: \r
1731474949.235848 /dev/ttys003: \n
1731474949.235850 /dev/ttys003: \033[K
1731474949.235868 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,2 at 0,2, width 170
1731474949.235871 tty_draw_line: px=0 py=2 nx=170 atx=0 aty=2
1731474949.235873 tty_draw_line: defaults: fg=8, bg=8
1731474949.235875 tty_draw_line: 170 to end of line (0 cleared)
1731474949.235880 tty_clear_line: /dev/ttys003, 170 at 0,2
1731474949.235882 /dev/ttys003: \r
1731474949.235884 /dev/ttys003: \n
1731474949.235886 /dev/ttys003: \033[K
1731474949.235888 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,3 at 0,3, width 170
1731474949.235890 tty_draw_line: px=0 py=3 nx=170 atx=0 aty=3
1731474949.235892 tty_draw_line: defaults: fg=8, bg=8
1731474949.235894 tty_draw_line: 170 to end of line (0 cleared)
1731474949.235896 tty_clear_line: /dev/ttys003, 170 at 0,3
1731474949.235898 /dev/ttys003: \r
1731474949.235899 /dev/ttys003: \n
1731474949.235934 /dev/ttys003: \033[K
1731474949.235954 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,4 at 0,4, width 170
1731474949.235969 tty_draw_line: px=0 py=4 nx=170 atx=0 aty=4
1731474949.235975 tty_draw_line: defaults: fg=8, bg=8
1731474949.235981 tty_draw_line: 170 to end of line (0 cleared)
1731474949.235986 tty_clear_line: /dev/ttys003, 170 at 0,4
1731474949.235992 /dev/ttys003: \r
1731474949.235997 /dev/ttys003: \n
1731474949.236002 /dev/ttys003: \033[K
1731474949.236017 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,5 at 0,5, width 170
1731474949.236023 tty_draw_line: px=0 py=5 nx=170 atx=0 aty=5
1731474949.236025 tty_draw_line: defaults: fg=8, bg=8
1731474949.236027 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236029 tty_clear_line: /dev/ttys003, 170 at 0,5
1731474949.236031 /dev/ttys003: \r
1731474949.236033 /dev/ttys003: \n
1731474949.236035 /dev/ttys003: \033[K
1731474949.236037 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,6 at 0,6, width 170
1731474949.236039 tty_draw_line: px=0 py=6 nx=170 atx=0 aty=6
1731474949.236041 tty_draw_line: defaults: fg=8, bg=8
1731474949.236043 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236044 tty_clear_line: /dev/ttys003, 170 at 0,6
1731474949.236046 /dev/ttys003: \r
1731474949.236048 /dev/ttys003: \n
1731474949.236050 /dev/ttys003: \033[K
1731474949.236052 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,7 at 0,7, width 170
1731474949.236054 tty_draw_line: px=0 py=7 nx=170 atx=0 aty=7
1731474949.236055 tty_draw_line: defaults: fg=8, bg=8
1731474949.236057 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236059 tty_clear_line: /dev/ttys003, 170 at 0,7
1731474949.236061 /dev/ttys003: \r
1731474949.236063 /dev/ttys003: \n
1731474949.236107 /dev/ttys003: \033[K
1731474949.236121 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,8 at 0,8, width 170
1731474949.236127 tty_draw_line: px=0 py=8 nx=170 atx=0 aty=8
1731474949.236139 tty_draw_line: defaults: fg=8, bg=8
1731474949.236145 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236150 tty_clear_line: /dev/ttys003, 170 at 0,8
1731474949.236155 /dev/ttys003: \r
1731474949.236160 /dev/ttys003: \n
1731474949.236165 /dev/ttys003: \033[K
1731474949.236170 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,9 at 0,9, width 170
1731474949.236175 tty_draw_line: px=0 py=9 nx=170 atx=0 aty=9
1731474949.236180 tty_draw_line: defaults: fg=8, bg=8
1731474949.236185 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236190 tty_clear_line: /dev/ttys003, 170 at 0,9
1731474949.236208 /dev/ttys003: \r
1731474949.236214 /dev/ttys003: \n
1731474949.236216 /dev/ttys003: \033[K
1731474949.236219 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,10 at 0,10, width 170
1731474949.236289 tty_draw_line: px=0 py=10 nx=170 atx=0 aty=10
1731474949.236296 tty_draw_line: defaults: fg=8, bg=8
1731474949.236301 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236307 tty_clear_line: /dev/ttys003, 170 at 0,10
1731474949.236326 /dev/ttys003: \r
1731474949.236334 /dev/ttys003: \n
1731474949.236337 /dev/ttys003: \033[K
1731474949.236341 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,11 at 0,11, width 170
1731474949.236348 tty_draw_line: px=0 py=11 nx=170 atx=0 aty=11
1731474949.236352 tty_draw_line: defaults: fg=8, bg=8
1731474949.236355 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236357 tty_clear_line: /dev/ttys003, 170 at 0,11
1731474949.236359 /dev/ttys003: \r
1731474949.236361 /dev/ttys003: \n
1731474949.236363 /dev/ttys003: \033[K
1731474949.236365 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,12 at 0,12, width 170
1731474949.236371 tty_draw_line: px=0 py=12 nx=170 atx=0 aty=12
1731474949.236373 tty_draw_line: defaults: fg=8, bg=8
1731474949.236375 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236377 tty_clear_line: /dev/ttys003, 170 at 0,12
1731474949.236379 /dev/ttys003: \r
1731474949.236380 /dev/ttys003: \n
1731474949.236382 /dev/ttys003: \033[K
1731474949.236384 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,13 at 0,13, width 170
1731474949.236386 tty_draw_line: px=0 py=13 nx=170 atx=0 aty=13
1731474949.236388 tty_draw_line: defaults: fg=8, bg=8
1731474949.236390 tty_draw_line: 170 to end of line (0 cleared)
